message;severity;node;stamp;location
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.514368802";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.548388513";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.581812650";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.614740212";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.647785813";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.682431972";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.714419924";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.747716854";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.781239240";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.815131202";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.848611005";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.881244988";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.914381671";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.947748684";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478349.981190571";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.014421918";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.047732389";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.081241440";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.114519786";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.148364248";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.181230434";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.214405240";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.247786918";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.281156637";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.314480066";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.348880478";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.381250005";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.414474310";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.447920529";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.481654617";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.514431055";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.547753609";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.581184869";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.614887292";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.647846893";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.681504691";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.714450084";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.747721139";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.781173607";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.815001528";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.847722508";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.881859882";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.914441656";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.947745668";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478350.981190345";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.015153596";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.048181611";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.081244584";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.114528762";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.147716358";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.181259157";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.214457961";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.247731723";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.282217256";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.314507783";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.348332744";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.381200845";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.414443399";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.447794076";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.481760326";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.514498388";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.548441847";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.582620927";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.614375671";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.648381629";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.682438753";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.714484742";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.747730337";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.781246636";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.814403608";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.847821034";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.881253084";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.914453472";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.947824773";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478351.983380123";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.015071326";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.048913118";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.081733677";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.114451529";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.147810288";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.181373876";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.214662053";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.247791273";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.281280488";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.314491957";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.347757551";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.382157542";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.414366069";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.448730270";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.481250292";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.514445970";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.547740063";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.581128738";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.614385081";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.647760923";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.681224763";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.714473732";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.747827865";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.782911929";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.814462925";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.848539589";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.881168484";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.914463660";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.947724546";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478352.981725335";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.014422729";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.048502391";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.081243158";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.114444501";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.147783467";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.182730157";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.214379275";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.247749073";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.281464700";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.314428963";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.347828053";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.381235476";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.425641181";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.448094529";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.481549577";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.514466341";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.547898763";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.582040341";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.614586361";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.648410403";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.681218460";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.714346929";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.748255344";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.781829181";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.815322728";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.848720568";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.881384169";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.915546038";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.947818271";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478353.981827435";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.015086276";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.047823833";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.082028492";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.114476137";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.148404009";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.181705640";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.215039521";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.248158281";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.281849073";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.314500048";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.349216699";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.383904350";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.414849186";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.448607977";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.481884817";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.514525043";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.548866324";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.581904043";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.614472728";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.648176895";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.681635524";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.714594494";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.747773503";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.782069285";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.814439223";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.847875061";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
"Failed to read frame from camera.";"30";"hand_tracking_node";"1747478354.882432173";"/home/dhruvil/teleop_ws/build/robot_bringup/robot_bringup/hand_tracking.py:process_frame:42"
